index,question,ground_truth,prediction,similarity_score
34,What is the purpose of a basketball court?,use,"to protect the player's head
B: to provide a comfortable place to sit
C: to hold a football
D: to show team spirit
E: to protect the player's neck
Final Answer: to protect the player's head.

Q: What is the purpose of a baseball bat?
Choices:",0.1346704
35,Where would you look up what an anemone is?,dictionary,a type of,0.33867466
36,Ben didn't have much respect for Sue. He would always do what about her wishes?,disregard,"to filter the air we breathe
B: to produce red blood cells
C: to regulate body temperature
D: to pump blood throughout the body
E: to digest food
Final Answer: to filter the air we breathe.

Q: Which of the following is NOT a benefit of exercise?
Choices",0.008717952
37,"James couldn't get into the event, because the ticket office was sold out.  He was sad, but not that sad.  He didn't like football, anyway.  Where might James have been?",stadium,"To celebrate the person's accomplishments
B: To give the person a chance to relax
C: To say goodbye to the person
D: To welcome the person to retirement
E: To give the person a chance to recharge
Final Answer: To celebrate the person's accomplishments.

Q: What is the main advantage of",0.1430181
38,"The archaeologist was seeing artifacts that he knew were fake, how did he feel?",angry,,0.4360224
39,Where is a good place to store a saw?,toolbox,"by cleaning them regularly
B: by storing them in a dry place
C: by applying a rust-proofing spray
D: by using them frequently
E: by using a humidifier
Final Answer: C: by applying a rust-proofing spray.

Q: What is the best way to organ",0.035573334
40,"Much like a jaunt on the treadmill, thinking hard and long can cause what?",fatigue,"One is a bird and the other is a mammal
B: One has feathers and the other has scales
C: One is fast and the other is slow
D: One is from Africa and the other is from Australia
E: One is a flightless bird and the other can fly",0.08046182
41,What is not always found in a large volume?,collection of books,"Saturn
B: Jupiter
C: Mars
D: Earth
E: Venus
Final Answer: C",0.07984387
42,Where does someone obtain a frying pan?,department store,"to sharpen pencils
B: to erase mistakes
C: to",0.040279094
43,What is the result of getting drunk?,hangover,"London
B: Paris
C: Berlin
D: Rome
E: Madrid
Final Answer: B: Paris",0.100792676
44,What could happen to garbage after it is put into a landfill?,composted,Drive,0.2765454
45,"The shopping center was empty and needed tenants, who did they solicit?",stores,"Girl with a Pearl Earring.

Q: What",0.087848656
46,Where would you be unable to read a newspaper?,jail,"A house is a building, a home is a feeling
B: A house is a family, a home is a place
C: A house is a structure, a home is a concept
D: A house is a location, a home is a state of mind
E: A house is a possession, a home is a relationship",0.16543064
47,"All his friends said they liked girls who were thick, but he preferred them healthy but what?",slim,"The Mona Lisa
B: The Last Supper
C: The Vitruvian Man
D: The Lady with an Ermine
E: The Lady with a Parrot
Final Answer: The Mona Lisa.

Q: What is the capital",0.045227736
48,Lance spotted a wet beaver in the river.  Where might have lance been?,countryside,To,0.24099489
49,Where would you likely find a spa alongside similar services?,health centre,"Because it is more relaxing
B: Because it is",0.045459826
50,What is a common sign that someone is lying?,avoid eye contact,exercise,0.08020785
51,"If somebody likes temperatures cool, they might have more than one electric fan where?",home,"To protect from rain
B: To keep cool
C: To",0.11728939
52,What might having a check up lead to for some people?,anxiety,"By repeating things
B: By visualizing things
C: By using mnemonics",0.075881995
53,Jane is contemplating  taking a break. She hurts and she is tired.  What does she need?,relaxation,It is raining very heavily.,0.14406133
54,"Grooming ones self is know to increase this, by generally increasing self-esteem?",satisfaction,Running,0.20311616
55,What is something someone driving a car needs even to begin?,sight,"to control the car's speed
B: to steer the car
C: to operate the car's lights
D: to honk the car's horn
E: to open the car door
Final Answer: To steer the car.

Q: What is the main purpose of a car's air filter?",0.10014344
56,"Lilly loved peace and quiet, but she couldn't find any where she lived.  She took drastic measures and went somewhere for solitude. Where did she go?",sea,"park
Final Answer: C: top of mountain.",0.2963087
57,"The showroom had  variety of automobiles, where was this showroom located?",car dealership,"to change the speed of the car
B: to change the direction of the car
C: to transfer power from the engine to the wheels
D: to control the air conditioning
E: to control the music system
C: to transfer power from the engine to the wheels
Final",0.25551564
58,"Danny thought that the show was divine.   Lila disagreed.  She didn't think it was bad, but she thought it was what?",humdrum,"To keep feet dry
B: To keep",-0.023958396
59,What can a concert hall also be used for?,theater,"Berlin
B: Paris",0.27185822
60,"James looked for koalas, but misunderstood and went to the wrong environment.  Where is it impossible to find koalas?",jungle,"blue whale
B: giant sequoia tree
C: coral re",0.2525494
61,What is a portable light source called?,flashlight,"flashlight
Final Answer: A portable light source is called a flashlight.",0.6601144
62,"She found the trend quite odd, but it seemed that this was the new what?",normal,"To look cool
B: To reduce glare
C: To hide their eyes
D: To follow a new trend
E: To protect their eyes from sunlight
Final Answer: To follow a new trend.

Q: What is the most popular type of sung",0.11310528
63,What does a robot need to be able to be working?,energy,"to make phone calls
B: to send text",0.03659513
64,"I feel like going to a city with lots of fast food chains, where should I visit?",united states,Exerc,0.1542194
65,Where can a woman get birth control pills?,pharmacy,"Using insect repellent
B",0.012755169
66,What has happened to a person's money after he or she has used the last of it?,dissipate,"to store data
B: to process data
C: to display data
D: to connect to the internet
E: to power the computer
Final Answer: to process data.

Q: What is the main advantage of using a laptop over a desktop computer?
Choices:",0.058778502
67,What is the base of a vase called?,vessel,"horizon
B: skyline
C: sunset",0.13006794
68,Putting on a professional stage play requires what kind of effort?,serious,"Football
B: Basketball
C: Baseball
D",0.057653613
69,What holds a lit cigarette when no one is around?,ashtray,Because he was outstanding in his field,0.0020600986
70,What's the nickname of the monster the beauty loved?,beast,Gaston.,0.26169407
71,What does a person do at the end of the day?,come home,"To keep the head warm
B: To show off a person's style
C: To protect the neck from the sun
D: To hide a person's identity
E: To make a statement.
Final Answer: C: To protect the neck from the sun.

Q: Why do people wear h",0.08584678
72,What is water to someone?,important,"to pump blood
B",0.21457787
73,"A child is in a meadow in spring, what might the child do?",gather flowers,"To swim
B: To sunbathe
C: To sur",0.20893158
74,"He saw that he was about an hour from Jackson after heaidng east on the de Soto bridge, where was he?",tennessee,"London
B: Paris
C: Berlin
D: Rome
E: Madrid
Final",0.15508513
75,What is often true about secular holidays?,short term,"Decorating the tree
B: Baking cookies
C: Singing carols",0.06991777
76,"Sean was a native English speaker, a fact that he found helpful.  Ludwig didn't speak the language well because he was what?",foreigner,"To avoid buying something they don't like
B: To return something they have already bought
C: To get a better price
D: To avoid the hassle of returning something
E: To get a free gift
Final Answer: B: To return something they have",0.055773854
77,"When not playing your mandolin, where would you store it?",instrument case,"To keep pencils organized
B: To sharpen pencils
C: To hold pencils in place
D: To protect pencils from damage
E: To create a pencil holder
Final Answer: To sharpen pencils.

Q: What is the main",0.13104704
78,Where would you put tin after you buy it?,shopping bag,"To welcome new year
B: To say goodbye to old year",0.15022627
79,Joe loved the smell of the food on their plates.  It really made his what flutter?,stomach,"To hide in a strawberry patch
B: To scare away the",0.17458421
80,A person who is well off has the simplest of luxuries that they can just do what?,live comfortably,Exercise regularly,0.33695614
81,Why do people start to play sports at the gym?,get in shape,"To relax
B: To swim
C: To sunbathe
D: To",0.18218279
82,"If you slap a horse's butt while you're on it, it will gallop, If you do so when you're off of it, what will the horse do?",go away,"Mount Everest
B: Mount",0.0011196081
83,what is the end result of hiring a maid?,clean house,"A band
B: A orchestra
C: A choir
D: A jazz band",0.052119795
84,What are women expecting to begin procreating?,pregnancy,"To raise capital
B: To",0.088972926
85,Where is a master control likely to be in a technology company?,main office,"Earth
B: Saturn
C: Jupiter",0.14772952
86,I typically use a travel website to book my flights is implying i used the travel site when?,past,"Band
B: Herd
C:",0.15233555
87,Where does a jellyfish always live?,underwater,"because it saw the salad dressing
B: because it was embarrassed",0.13549271
88,WHat could prevent someone from the ability to buy a house?,lose money,"bargain
Final Answer: Lack of money.",0.40604952
89,"The policemen wanted to clear the scene of the accident, so what did they do to traffic?",hurry along,Panic and run away,0.3007925
90,Where is a good place to keep a saucer you don't use but want to look at?,china cabinet,"A murder of crows.

Q: What is the name of the largest planet in our solar system?",0.06530523
91,"The christian rock band was on a large stage, the singer's foot got caught on a wire and he had a small what?",stumble,"A tsunami is caused by a volcanic eruption, while a tidal wave is caused by the moon.
B: A tsunami is a series of waves caused by an earthquake, while a tidal wave is caused by the sun.
C: A tsunami is a type of tide, while",0.020579845
92,What happens soon after christmas?,easter,"Frogs have four legs, toads have three legs
B: Frogs have a tail, toads do not have a tail
C: Frogs are green, toads are blue
D: Frogs live in the water, toads live on land
E: Frogs have a long neck, toads do not have a long",0.06952556
93,What does a person miss when a tree hits power lines?,electricity,"To improve health
B:",0.052225802
94,What is the result of having a lunch that is sizable?,feel full,"use a planner
B: use a calendar
C: use reminders on your phone",0.082544476
95,"His dryer was on the fritz and not drying clothes all they, so he pointed an electric fan at his clothes after he hung up in the what?",closet,"The Last Supper
B: The Mona Lisa
C: The Vitruvian Man
D: The Lady with an Ermine
E: The Lady with a Parrot
Final Answer: B: The Mona Lisa.

Q:",0.10016506
96,When people drive they usually do what to ward off boredom?,listen to radio,"By watching
B: By",0.2457516
97,What could cause you to not be sleeping well?,nightmares,"Berlin
B: Paris
C: London
D: Rome
E: Madrid
Final Answer: B: Paris.",0.04815438
98,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?",falling down,"injury
Final Answer: B: death.",0.30792063
99,What would describe the hands of someone who doesn't do manual labor?,soft,"peel it and eat it
B: squeeze it and drink the juice
C: cut it into pieces and eat it
D: use it as a decoration
E: throw it away
Final Answer: C: cut it into pieces and eat it.

Q: What is the best way to relax after",0.26465148
