index,question,ground_truth,predicted_answer,full_prediction
10,Trace has five shopping bags that weigh the same amount as Gordon’s two shopping bags. One of Gordon’s shopping bags weighs three pounds and the other weighs seven. Trace’s shopping bags all weigh the same amount. How many pounds does one of Trace’s bags weigh?,2,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Trace has five shopping bags that weigh the same amount as Gordon’s two shopping bags. One of Gordon’s shopping bags weighs three pounds and the other weighs seven. Trace’s shopping bags all weigh the same amount. How many pounds does one of Trace’s bags weigh?
Let's think step-by-step.
Gordon has 2 bags.
One of his bags weighs 3 pounds.
The other bag weighs 7 pounds.
To find out how many pounds one of Trace's bags weighs, we need to divide 10 by 5.
10 / 5 = 2
#### 2

Q: What is the least number of books that could be in a library?
Let's think step-by-step.
The least"
11,A library has a number of books. 35% of them are intended for children and 104 of them are for adults. How many books are in the library?,160,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: A library has a number of books. 35% of them are intended for children and 104 of them are for adults. How many books are in the library?
Let's think step-by-step.
35% of the books are intended for children.
104 are for adults.
This means 100% - 35% - 104% = 65% of the books are for adults.
Use the formula:
percent = (part)(100)
65% = (part)(100)
Divide each side by 100.
\(\frac{65}{100}\"
12,"Nicky is trading baseball cards with Jill. If Nicky trades two cards worth $8 each for 1 card worth $21, how many dollars of profit does he make?",5,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Nicky is trading baseball cards with Jill. If Nicky trades two cards worth $8 each for 1 card worth $21, how many dollars of profit does he make?
Let's think step-by-step.
Nicky starts with 2 cards worth $8 each.
2 x 8 = 16
He trades these cards for 1 card worth $21.
16 - 21 = -5
#### -5

Q: If a truck can carry 16 packages, how many packages does a truck carry in 8 trips?
Let's think step-by-step.
A truck can carry 16 packages in 1 trip"
13,"Patricia is making a highlight film about her basketball team. She recorded video of every player and plans to put it all together in a longer movie. She has 130 seconds of the point guard, 145 seconds of the shooting guard, 85 seconds of the small forward, 60 seconds of the power forward, and 180 seconds of the center. How on average, how many minutes does each player get?",2,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Patricia is making a highlight film about her basketball team. She recorded video of every player and plans to put it all together in a longer movie. She has 130 seconds of the point guard, 145 seconds of the shooting guard, 85 seconds of the small forward, 60 seconds of the power forward, and 180 seconds of the center. How on average, how many minutes does each player get?
Let's think step-by-step.
Patricia has 130 seconds of the point guard.
Patricia has 145 seconds of the shooting guard.
Patricia has 85 seconds of the small forward.
Patricia has 60 seconds of the power forward.
Patricia has 180 seconds of the center.
130 + 145 + 85 + 60 + 180 = 600
6"
14,"Julie, Letitia and Anton decided to have dinner together at a nearby restaurant.  Julie orders $10 worth of food, Letitia orders $20 worth of food, and Anton orders $30 worth of food.  How much should each pay in tips if they want to split a 20% tip for the whole meal evenly?",4,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Julie, Letitia and Anton decided to have dinner together at a nearby restaurant.  Julie orders $10 worth of food, Letitia orders $20 worth of food, and Anton orders $30 worth of food.  How much should each pay in tips if they want to split a 20% tip for the whole meal evenly?
Let's think step-by-step.
Julie ordered $10 worth of food.
Letitia ordered $20 worth of food.
Anton ordered $30 worth of food.
Julie ordered $10 worth of food.
Letitia ordered $20 worth of food.
Anton ordered $30 worth of food.
Julie ordered $10 worth of food.
Letitia ordered $20 worth of food.
Anton ordered $30"
15,Niko has bought 9 pairs of socks that cost $2 each and plans to resell them. He wants to gain 25% profit from four of the pairs of socks and $0.2 profit each for the other 5 pairs of socks. How much will his total profit be?,3,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Niko has bought 9 pairs of socks that cost $2 each and plans to resell them. He wants to gain 25% profit from four of the pairs of socks and $0.2 profit each for the other 5 pairs of socks. How much will his total profit be?
Let's think step-by-step.
Niko bought 9 pairs of socks.
He wants to gain 25% profit from four of the pairs of socks.
25% = 25/100 = 1/4
4 pairs x 1/4 profit = 1 profit
He wants to gain $0.2 profit each for the other 5 pairs of socks.
5 pairs x $0.2 profit = $1 profit
Total profit = 1 + 1 ="
16,"The number of short students in a class is 2/5 of the total number of students. If there are 90 tall students, and the class has 400 students, calculate the total number of students with average height.",150,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: The number of short students in a class is 2/5 of the total number of students. If there are 90 tall students, and the class has 400 students, calculate the total number of students with average height.
Let's think step-by-step.
Short students is 2/5 of 400
2/5 of 400
2/5 x 400
2 x 400/5
2 x 80
160
The total number of students with average height is 400 - 160 = 240
So, the total number of students with average height is 240.

#### 240

Q"
17,James buys 20 coins of a cryptocurrency at $15 each.  The value of the coins increases by 2/3.  He sells coins to recoup his original investment.  How many coins did he sell?,12,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: James buys 20 coins of a cryptocurrency at $15 each.  The value of the coins increases by 2/3.  He sells coins to recoup his original investment.  How many coins did he sell?
Let's think step-by-step.
James bought 20 coins for $15 each.
Value of coins: 20 coins x $15 = $300
2/3 of $300 is $200.
James sold coins to recoup his original investment.
He did not sell anything extra.
So he sold 20 coins.
#### 20

Q: James buys 20 coins of a cryptocurrency at $15"
18,"In the park, the first rose bush has 12 red flowers.  The second rose bush has 18 pink flowers.  The third rose bush has 20 yellow flowers.  The fourth rose bush has 8 orange flowers.  For her vase, Lorelei picks 50% of the red roses, 50% pink roses, 25% of the yellow roses, and 25% orange roses. How many roses are in her vase?",22,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: In the park, the first rose bush has 12 red flowers.  The second rose bush has 18 pink flowers.  The third rose bush has 20 yellow flowers.  The fourth rose bush has 8 orange flowers.  For her vase, Lorelei picks 50% of the red roses, 50% pink roses, 25% of the yellow roses, and 25% orange roses. How many roses are in her vase?
Let's think step-by-step.
The first rose bush has 12 red flowers.
The second rose bush has 18 pink flowers.
The third rose bush has 20 yellow flowers.
The fourth rose bush has 8 orange flowers.
Lorelei picked 50% of the red roses, 50% pink roses, 25% of the yellow roses, and 25% orange roses.
12 x 0.5 = 6"
19,"Tonya has opened a lemonade stand selling lemonade in small, medium, and large cups at $1, $2 and $3 respectively. At the close of business she ended up making $50.  As she went back through her inventory she noticed that she sold $11 worth of small lemonades and $24 worth of medium lemonades. How many cups of large lemonade did Tonya sell?",5,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Tonya has opened a lemonade stand selling lemonade in small, medium, and large cups at $1, $2 and $3 respectively. At the close of business she ended up making $50.  As she went back through her inventory she noticed that she sold $11 worth of small lemonades and $24 worth of medium lemonades. How many cups of large lemonade did Tonya sell?
Let's think step-by-step.
Tonya sold $11 worth of small lemonades
$11 ÷ $1 = 11 small lemonades sold
Tonya sold $24 worth of medium lemonades
$24 ÷ $2 = 12 medium lemonades sold
Let's add up the total number of small and medium lemonades sold.
11 + 12 = 23 small and medium lemonades sold
Tonya sold $50 worth"
20,"Leo's assignment was divided into three parts. He finished the first part of his assignment in 25 minutes. It took him twice as long to finish the second part. If he was able to finish his assignment in 2 hours, how many minutes did Leo finish the third part of the assignment?",45,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Leo's assignment was divided into three parts. He finished the first part of his assignment in 25 minutes. It took him twice as long to finish the second part. If he was able to finish his assignment in 2 hours, how many minutes did Leo finish the third part of the assignment?
Let's think step-by-step.
Leo finished the first part of his assignment in 25 minutes.
It took Leo twice as long to finish the second part.
So, the second part took him 50 minutes to finish.
Leo finished his assignment in 2 hours.
So, the third part took him 1 hour to finish.
Let's solve the equation.
Let's call the third part X minutes.
25 minutes + 50 minutes + X minutes ="
21,Connor is taking his date to the movies.  The tickets cost $10.00 each.  They decided to get the large popcorn & 2 drink combo meal for $11.00 and each grab a box of candy for $2.50 each.  How much will Connor spend on his date?,36,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Connor is taking his date to the movies.  The tickets cost $10.00 each.  They decided to get the large popcorn & 2 drink combo meal for $11.00 and each grab a box of candy for $2.50 each.  How much will Connor spend on his date?
Let's think step-by-step.
Tickets x 2 = $10
Large popcorn & 2 drink combo meal = $11
2 boxes of candy = $5
#### $26.00

Q: The teacher gave out a 24 question math test.  There are 20 students in the class.  If 2/3 of the students in the class got the test correct, how many students got the test correct?
Let's think step-"
22,Susie has 572 beans in the jar. One-fourth of them are red and one-third of the remaining beans are white. Then half of the remaining are green beans. How many green beans are there?,143,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Susie has 572 beans in the jar. One-fourth of them are red and one-third of the remaining beans are white. Then half of the remaining are green beans. How many green beans are there?
Let's think step-by-step.
If you know your fractions, that helps a lot here.
If 1/4 of the beans are red, then the next 1/3 of the beans are white.
If 1/4 + 1/3 = 5/12 of the beans are red and white, then the rest of the beans must be green.
572 ÷ 5/12 = 1144
#### 1144

Q"
23,"Jim collects model cars, and he has 301 models total.  Jim has 4 times as many Buicks as Fords, and 3 more than twice the number of Fords than Chevys.  How many Buicks does Jim have?",220,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Jim collects model cars, and he has 301 models total.  Jim has 4 times as many Buicks as Fords, and 3 more than twice the number of Fords than Chevys.  How many Buicks does Jim have?
Let's think step-by-step.
- Jim has 301 model cars total.
- Jim has 4 times as many Buicks as Fords.
- The number of Buicks is four times the number of Fords.
- He has 3 more than twice the number of Fords than Chevys.  So, the number of Fords is twice the number of Chevys.
- He has 3 more than twice the number of Fords than Chevys.
-"
24,"Peter has a plan to take his family on a vacation to Germany. He needs $5,000 to cover all the spending for the travel, and he has $2,900 in savings right now. If he can save up $700 each month, how many months does he need to wait to reach his goal?",3,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Peter has a plan to take his family on a vacation to Germany. He needs $5,000 to cover all the spending for the travel, and he has $2,900 in savings right now. If he can save up $700 each month, how many months does he need to wait to reach his goal?
Let's think step-by-step.
Peter needs $5,000 to reach his goal.
He has $2,900 already.
He can save $700 each month.
$2,900 + $700 = $3,600
If $2,900 + $700 = $3,600, then $5,000 + $700 = ?
5,000 + 70"
25,"Wendy spent 25 years as an accountant and 15 years as an accounting manager. If Wendy lived to be 80 years old, what percentage of her life did she spend in an accounting-related job?",50,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Wendy spent 25 years as an accountant and 15 years as an accounting manager. If Wendy lived to be 80 years old, what percentage of her life did she spend in an accounting-related job?
Let's think step-by-step.
If Wendy lived to be 80 years old, then she lived from age 0 to age 80.
Wendy spent 25 years as an accountant (from age 0 to age 25). She spent 15 years as an accounting manager (from age 25 to age 40).
25 + 15 = 40
40 years out of 80 years is 50%.
We can"
26,"Last year, Peter organized a Fun Run for his community project and 200 people signed up. Forty people did not show up to run. This year, there will be twice as many runners as last year. How many people will run this year?",320,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Last year, Peter organized a Fun Run for his community project and 200 people signed up. Forty people did not show up to run. This year, there will be twice as many runners as last year. How many people will run this year?
Let's think step-by-step.
Last year, there were 200 people who signed up.
40 people did not show up to run.
200 - 40 = 160
This year, there will be twice as many runners as last year.
160 x 2 = 320
#### 320

Q: The price of one apple is 50 cents. If I have 30 cents, how many apples can"
27,"Dulce's father has eight orange trees on his farm. If each tree has 200 fruits and Dulce picks 2/5 of the oranges from each tree, calculate the total number of fruits remaining in all the trees.",960,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Dulce's father has eight orange trees on his farm. If each tree has 200 fruits and Dulce picks 2/5 of the oranges from each tree, calculate the total number of fruits remaining in all the trees.
Let's think step-by-step.
Each tree has 200 fruits.
Dulce picks 2/5 of the oranges from each tree.
The remaining fruits in all the trees is:
200 - (2/5*200) = 200 - 40 = 160
160 fruits.
#### 160

Q: How many 9-digit numbers can be formed from the digits 1, 2"
28,Padma is trading cards with Robert. Padma started with 75 cards and traded 2 or her valuable ones for 10 of Robert's cards. Robert started with 88 of his own cards and traded another 8 of his cards for 15 of Padma's cards. How many cards were traded between both Padma and Robert?,35,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Padma is trading cards with Robert. Padma started with 75 cards and traded 2 or her valuable ones for 10 of Robert's cards. Robert started with 88 of his own cards and traded another 8 of his cards for 15 of Padma's cards. How many cards were traded between both Padma and Robert?
Let's think step-by-step.
Padma started with 75 cards
2 + 10 = 12
Padma now has 12 cards
Robert started with 88 cards
8 + 15 = 23
Robert now has 23 cards
Both Robert and Padma traded 35 cards.
#### 35

Q: If 30 is to 50 as 5 is to 10, what is"
29,"Jason is planning a parking garage that will have 12 floors. Every 3rd floor has a gate where drivers have to show ID, which takes two minutes. To get from one floor to the next, drivers have to drive 800 feet at 10 feet/second. How long, in seconds, does it take to get to the bottom of the garage from the top?",1440,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Jason is planning a parking garage that will have 12 floors. Every 3rd floor has a gate where drivers have to show ID, which takes two minutes. To get from one floor to the next, drivers have to drive 800 feet at 10 feet/second. How long, in seconds, does it take to get to the bottom of the garage from the top?
Let's think step-by-step.
We need to find the total time it takes to get from the top floor to the bottom floor.
\( \frac{12}{3} = 4 \)
So, there are 4 floors with gates.
The driver must wait 8 minutes to get through the 4 gates.
It takes 12 seconds to drive to the next floor.
800 / 10 = 80
4 \(\times\) 8 ="
30,"There are 920 deer in a park. 10% of the deer have 8 antlers, and a quarter of that number also have albino fur. How many albino 8-antlered deer are there?",23,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: There are 920 deer in a park. 10% of the deer have 8 antlers, and a quarter of that number also have albino fur. How many albino 8-antlered deer are there?
Let's think step-by-step.
920 deer
10% of deer have 8 antlers
920 x 10% = 92
92 deer have 8 antlers
Of those 92 deer, a quarter also have albino fur
92 x 25% = 23
23 deer have albino fur
#### 23

Q: If 100 children are divided into 5 teams, how many children will"
31,"Allison went to the craft store with her friend Marie to buy some glue sticks and construction paper. Allison bought 8 more glue sticks than Marie, but Marie bought six times as many packs of construction paper as Allison. If Marie bought 15 glue sticks and 30 packs of construction paper how many craft supply items did Allison buy all together?",28,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Allison went to the craft store with her friend Marie to buy some glue sticks and construction paper. Allison bought 8 more glue sticks than Marie, but Marie bought six times as many packs of construction paper as Allison. If Marie bought 15 glue sticks and 30 packs of construction paper how many craft supply items did Allison buy all together?
Let's think step-by-step.
Allison bought 8 more glue sticks than Marie, so Allison had 8 more glue sticks than Marie.
Since Marie bought 15 glue sticks, Allison bought 15 + 8 = 23 glue sticks.
Marie bought 6 packs of construction paper.
Since Marie bought 6 packs of construction paper, Allison bought 1 pack of construction paper.
Allison bought 23 glue sticks and 1"
32,"James gets bored with his game so decides to play a different one.  That game promises 100 hours of gameplay but 80% of that is boring grinding.  However, the expansion does add another 30 hours of enjoyable gameplay.  How much enjoyable gameplay does James get?",50,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: James gets bored with his game so decides to play a different one.  That game promises 100 hours of gameplay but 80% of that is boring grinding.  However, the expansion does add another 30 hours of enjoyable gameplay.  How much enjoyable gameplay does James get?
Let's think step-by-step.
The base game has 100 hours of gameplay.
80% of 100 is 80.  This is boring grinding.
20% of 100 is 20.  This is enjoyable gameplay.
The expansion adds 30 hours.
#### 10 + 30 = 40

Q: A store offers a 2 for 1 deal on T-shirts.  You can buy"
33,"Monica and Michelle are combining their money to throw a party. Monica brings $15. Michelle brings $12. The cake costs 15 dollars, and soda is $3 a bottle. Each bottle of soda has 12 servings and they buy as many bottles of soda as they can afford. If there are 8 total guests, how many servings of soda does each get?",6,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Monica and Michelle are combining their money to throw a party. Monica brings $15. Michelle brings $12. The cake costs 15 dollars, and soda is $3 a bottle. Each bottle of soda has 12 servings and they buy as many bottles of soda as they can afford. If there are 8 total guests, how many servings of soda does each get?
Let's think step-by-step.
**Monica:** 15
**Michelle:** 12
**Cake:** 15
**Soda:** 3
**Bottles:** 12
**Guests:** 8
Monica and Michelle spent all of their money so they don't have any extra money to buy more bottles of soda.
They have enough money to buy 5 bottles of soda.
3 bottles of soda cost $9.
1"
