index,question,ground_truth,prediction,similarity_score
81,Why do people start to play sports at the gym?,get in shape,No promising thoughts found.,0.09165175
82,"If you slap a horse's butt while you're on it, it will gallop, If you do so when you're off of it, what will the horse do?",go away,"If you slap a horse's butt while you're off of it, it may still gallop, move forward quickly, or may react defensively.",0.11525421
83,what is the end result of hiring a maid?,clean house,No promising thoughts found.,0.15842307
84,What are women expecting to begin procreating?,pregnancy,No promising thoughts found.,0.114006214
85,Where is a master control likely to be in a technology company?,main office,No promising thoughts found.,0.019717885
86,I typically use a travel website to book my flights is implying i used the travel site when?,past,No promising thoughts found.,0.031198232
87,Where does a jellyfish always live?,underwater,Jellyfish always live in the oceans and seas.,0.39352113
88,WHat could prevent someone from the ability to buy a house?,lose money,Lack of sufficient funds or financial stability can prevent someone from the ability to buy a house.,0.20107377
89,"The policemen wanted to clear the scene of the accident, so what did they do to traffic?",hurry along,No promising thoughts found.,0.12979472
90,Where is a good place to keep a saucer you don't use but want to look at?,china cabinet,No promising thoughts found.,0.06883645
91,"The christian rock band was on a large stage, the singer's foot got caught on a wire and he had a small what?",stumble,The singer had a small accident.,0.14159364
92,What happens soon after christmas?,easter,No promising thoughts found.,0.0696329
93,What does a person miss when a tree hits power lines?,electricity,No promising thoughts found.,0.07812567
94,What is the result of having a lunch that is sizable?,feel full,No promising thoughts found.,0.12636867
95,"His dryer was on the fritz and not drying clothes all they, so he pointed an electric fan at his clothes after he hung up in the what?",closet,No promising thoughts found.,0.0983991
96,When people drive they usually do what to ward off boredom?,listen to radio,No promising thoughts found.,0.059911303
97,What could cause you to not be sleeping well?,nightmares,No promising thoughts found.,0.20216507
98,"Sky diving scared him, once they jumped out of the plane he began losing consciousness while what?",falling down,No promising thoughts found.,0.042139277
99,What would describe the hands of someone who doesn't do manual labor?,soft,No promising thoughts found.,0.103741914
